1372, 0
1376, 1
810, 2
810, 3
810, 4
810, 5
810, 6
810, 7
810, 8
810, 9
810, 10
810, 11
810, 12
810, 13
810, 14
810, 15
810, 16
810, 17
810, 18
810, 19
810, 20
810, 21
810, 22
810, 23
810, 24
810, 25
810, 26
808, 27
810, 28
810, 29
809, 30
810, 31
810, 32
810, 33
810, 34
810, 35
805, 36
810, 37
810, 38
810, 39
810, 40
810, 41
810, 42
810, 43
809, 44
810, 45
808, 46
809, 47
810, 48
810, 49
810, 50
810, 51
810, 52
810, 53
808, 54
810, 55
810, 56
810, 57
810, 58
810, 59
810, 60
810, 61
810, 62
810, 63
810, 64
810, 65
810, 66
810, 67
810, 68
810, 69
809, 70
810, 71
810, 72
810, 73
810, 74
810, 75
810, 76
810, 77
810, 78
809, 79
810, 80
808, 81
810, 82
810, 83
809, 84
808, 85
809, 86
809, 87
810, 88
810, 89
809, 90
810, 91
810, 92
808, 93
808, 94
810, 95
808, 96
809, 97
810, 98
810, 99
810, 100
810, 101
805, 102
810, 103
810, 104
805, 105
810, 106
810, 107
808, 108
810, 109
810, 110
805, 111
810, 112
810, 113
809, 114
810, 115
810, 116
809, 117
808, 118
810, 119
805, 120
809, 121
810, 122
810, 123
810, 124
810, 125
809, 126
810, 127
809, 128
808, 129
810, 130
810, 131
810, 132
810, 133
810, 134
808, 135
805, 136
810, 137
805, 138
809, 139
810, 140
809, 141
808, 142
809, 143
809, 144
809, 145
810, 146
805, 147
810, 148
810, 149
809, 150
809, 151
808, 152
805, 153
808, 154
805, 155
809, 156
810, 157
810, 158
808, 159
808, 160
805, 161
808, 162
809, 163
809, 164
809, 165
810, 166
810, 167
805, 168
808, 169
805, 170
810, 171
809, 172
810, 173
810, 174
809, 175
810, 176
809, 177
805, 178
809, 179
810, 180
810, 181
810, 182
808, 183
809, 184
808, 185
805, 186
810, 187
805, 188
810, 189
810, 190
805, 191
808, 192
805, 193
809, 194
808, 195
805, 196
810, 197
805, 198
810, 199
805, 200
810, 201
808, 202
810, 203
810, 204
808, 205
805, 206
810, 207
808, 208
808, 209
810, 210
810, 211
810, 212
810, 213
805, 214
805, 215
809, 216
809, 217
810, 218
810, 219
810, 220
810, 221
809, 222
808, 223
809, 224
810, 225
809, 226
810, 227
810, 228
809, 229
810, 230
810, 231
805, 232
809, 233
810, 234
810, 235
810, 236
810, 237
809, 238
809, 239
809, 240
808, 241
805, 242
810, 243
810, 244
808, 245
808, 246
808, 247
809, 248
808, 249
805, 250
810, 251
810, 252
809, 253
810, 254
809, 255
808, 256
808, 257
810, 258
808, 259
810, 260
810, 261
809, 262
808, 263
808, 264
808, 265
805, 266
810, 267
809, 268
808, 269
810, 270
810, 271
808, 272
805, 273
809, 274
809, 275
810, 276
810, 277
809, 278
810, 279
809, 280
810, 281
808, 282
809, 283
810, 284
810, 285
810, 286
808, 287
810, 288
808, 289
805, 290
810, 291
808, 292
809, 293
810, 294
809, 295
805, 296
810, 297
810, 298
805, 299
810, 300
808, 301
809, 302
810, 303
809, 304
810, 305
809, 306
809, 307
809, 308
810, 309
810, 310
808, 311
809, 312
810, 313
805, 314
810, 315
809, 316
809, 317
810, 318
810, 319
808, 320
809, 321
809, 322
809, 323
809, 324
809, 325
809, 326
810, 327
810, 328
810, 329
809, 330
809, 331
810, 332
810, 333
808, 334
808, 335
810, 336
809, 337
805, 338
810, 339
805, 340
808, 341
810, 342
809, 343
808, 344
810, 345
810, 346
805, 347
808, 348
809, 349
809, 350
809, 351
810, 352
809, 353
810, 354
809, 355
809, 356
809, 357
809, 358
810, 359
810, 360
808, 361
805, 362
810, 363
808, 364
805, 365
810, 366
809, 367
809, 368
810, 369
810, 370
805, 371
810, 372
810, 373
805, 374
810, 375
810, 376
808, 377
809, 378
810, 379
808, 380
808, 381
810, 382
809, 383
810, 384
810, 385
810, 386
809, 387
810, 388
808, 389
809, 390
810, 391
809, 392
810, 393
809, 394
809, 395
810, 396
808, 397
805, 398
810, 399
809, 400
810, 401
808, 402
809, 403
810, 404
808, 405
808, 406
808, 407
810, 408
809, 409
805, 410
808, 411
809, 412
810, 413
809, 414
810, 415
809, 416
809, 417
810, 418
805, 419
809, 420
810, 421
810, 422
808, 423
809, 424
810, 425
809, 426
810, 427
809, 428
808, 429
808, 430
810, 431
809, 432
809, 433
810, 434
810, 435
808, 436
805, 437
810, 438
810, 439
810, 440
810, 441
810, 442
808, 443
808, 444
809, 445
808, 446
805, 447
810, 448
809, 449
809, 450
810, 451
810, 452
805, 453
810, 454
810, 455
808, 456
810, 457
810, 458
808, 459
809, 460
810, 461
809, 462
809, 463
810, 464
809, 465
809, 466
810, 467
809, 468
809, 469
810, 470
809, 471
810, 472
810, 473
810, 474
810, 475
810, 476
808, 477
810, 478
810, 479
809, 480
810, 481
810, 482
809, 483
810, 484
810, 485
808, 486
809, 487
810, 488
810, 489
810, 490
810, 491
809, 492
809, 493
810, 494
810, 495
809, 496
810, 497
810, 498
810, 499
810, 500
809, 501
810, 502
810, 503
808, 504
810, 505
810, 506
809, 507
810, 508
810, 509
810, 510
809, 511
810, 512
810, 513
810, 514
810, 515
810, 516
810, 517
810, 518
810, 519
810, 520
810, 521
810, 522
810, 523
810, 524
809, 525
810, 526
810, 527
810, 528
810, 529
810, 530
810, 531
810, 532
810, 533
810, 534
809, 535
810, 536
810, 537
810, 538
810, 539
810, 540
810, 541
810, 542
810, 543
809, 544
810, 545
810, 546
810, 547
810, 548
810, 549
810, 550
810, 551
810, 552
810, 553
810, 554
810, 555
810, 556
810, 557
810, 558
810, 559
810, 560
810, 561
809, 562
810, 563
810, 564
810, 565
810, 566
810, 567
808, 568
810, 569
810, 570
809, 571
810, 572
810, 573
810, 574
810, 575
810, 576
810, 577
810, 578
